0,33,430,0
1,66,1000,1
2,120,551,2
3,140,5199,3
4,160,340,4
5,180,1600,5
6,220,771,6
7,240,537,7
8,260,585,8
9,280,537,9
10,325,35,10
11,350,2719,11
12,375,2036,12
13,425,76,13
14,450,2617,14
15,475,2883,15
16,525,222,16
17,550,326,17
18,575,1347,18
19,620,2431,19
20,640,456,20
21,660,4265,21
22,680,1120,22
23,714,534,23
24,728,598,24
25,742,60,25
26,757,187,26
27,771,5059,27
28,785,1974,28
29,825,2112,29
30,850,987,30
31,875,597,31
32,933,1027,32
33,966,182,33
34,1025,1207,34
35,1050,522,35
36,1075,884,36
37,1114,2398,37
38,1128,2932,38
39,1142,170,39
40,1157,592,40
41,1171,468,41
42,1185,1923,42
43,1216,1116,43
44,1233,598,44
45,1250,2086,45
46,1266,362,46
47,1283,943,47
48,1350,454,48
49,1420,1201,49
50,1440,373,50
51,1460,489,51
52,1480,387,52
53,1533,1414,53
54,1566,1749,54
55,1616,184,55
56,1633,877,56
57,1650,245,57
58,1666,587,58
59,1683,1528,59
60,1725,90,60
61,1750,1928,61
62,1775,27,62
63,1833,1691,63
64,1866,124,64
65,1912,49,65
66,1925,329,66
67,1937,385,67
68,1950,864,68
69,1962,211,69
70,1975,164,70
71,1987,698,71
72,2050,1873,72
73,2114,93,73
74,2128,709,74
75,2142,409,75
76,2157,746,76
77,2171,602,77
78,2185,1023,78
79,2214,1302,79
80,2228,536,80
81,2242,1123,81
82,2257,619,82
83,2271,1562,83
84,2285,601,84
85,2309,220,85
86,2318,471,86
87,2327,1583,87
88,2336,143,88
89,2345,649,89
90,2354,228,90
91,2363,1146,91
92,2372,387,92
93,2381,120,93
94,2390,464,94
95,2416,126,95
96,2433,765,96
97,2450,2165,97
98,2466,472,98
99,2483,574,99
100,2516,1084,100
101,2533,4,101
102,2550,2008,102
103,2566,826,103
104,2583,1523,104
105,2614,845,105
106,2628,459,106
107,2642,112,107
108,2657,912,108
109,2671,1373,109
110,2685,2324,110
111,2750,4699,111
112,2814,313,112
113,2828,1132,113
114,2842,613,114
115,2857,695,115
116,2871,1234,116
117,2885,2083,117
118,2950,4035,118
119,3011,1742,119
120,3022,493,120
121,3033,500,121
122,3044,1053,122
123,3055,262,123
124,3066,2448,124
125,3077,158,125
126,3088,140,126
127,3150,225,127
128,3216,2602,128
129,3233,2099,129
130,3250,193,130
131,3266,460,131
132,3283,802,132
133,3316,516,133
134,3333,2074,134
135,3350,428,135
136,3366,105,136
137,3383,130,137
138,3420,973,138
139,3440,254,139
140,3460,3,140
141,3480,163,141
142,3514,2723,142
143,3528,246,143
144,3542,416,144
145,3557,1195,145
146,3571,1372,146
147,3585,279,147
148,3625,539,148
149,3650,2824,149
150,3675,11,150
151,3720,88,151
152,3740,2924,152
153,3760,1232,153
154,3780,86,154
155,3816,176,155
156,3833,955,156
157,3850,630,157
158,3866,845,158
159,3883,2542,159
160,3925,1454,160
161,3950,66,161
162,3975,1730,162
163,4020,1361,163
164,4040,106,164
165,4060,25,165
166,4080,430,166
167,4120,128,167
168,4140,158,168
169,4160,1634,169
170,4180,478,170
171,4225,467,171
172,4250,566,172
173,4275,150,173
174,4325,2310,174
175,4350,11,175
176,4375,1053,176
177,4425,614,177
178,4450,627,178
179,4475,136,179
180,4525,4752,180
181,4550,2077,181
182,4575,3731,182
183,4633,842,183
184,4666,963,184
185,4733,2135,185
186,4766,1592,186
187,4811,1873,187
188,4822,65,188
189,4833,219,189
190,4844,919,190
191,4855,114,191
192,4866,394,192
193,4877,1673,193
194,4888,515,194
195,4950,3203,195
196,5050,1598,196
197,5133,1652,197
198,5166,495,198
199,5211,801,199
200,5222,2869,200
201,5233,1251,201
202,5244,1555,202
203,5255,20,203
204,5266,1268,204
205,5277,460,205
206,5288,1969,206
207,5316,821,207
208,5333,893,208
209,5350,155,209
210,5366,2285,210
211,5383,323,211
212,5410,1062,212
213,5420,153,213
214,5430,1786,214
215,5440,2017,215
216,5450,313,216
217,5460,3758,217
218,5470,153,218
219,5480,2042,219
220,5490,1350,220
221,5525,1583,221
222,5550,1640,222
223,5575,981,223
224,5650,1178,224
225,5725,1141,225
226,5750,189,226
227,5775,89,227
228,5812,780,228
229,5825,1370,229
230,5837,2068,230
231,5850,278,231
232,5862,10,232
233,5875,258,233
234,5887,1246,234
235,5925,1647,235
236,5950,106,236
237,5975,1121,237
238,6016,3973,238
239,6033,441,239
240,6050,1130,240
241,6066,3638,241
242,6083,627,242
243,6133,1151,243
244,6166,1519,244
245,6212,1885,245
246,6225,991,246
247,6237,711,247
248,6250,310,248
249,6262,189,249
250,6275,49,250
251,6287,380,251
252,6320,1111,252
253,6340,1651,253
254,6360,374,254
255,6380,15,255
256,6416,598,256
257,6433,555,257
258,6450,149,258
259,6466,814,259
260,6483,1137,260
261,6520,684,261
262,6540,87,262
263,6560,1376,263
264,6580,1455,264
265,6625,566,265
266,6650,1709,266
267,6675,274,267
268,6716,240,268
269,6733,159,269
270,6750,610,270
271,6766,423,271
272,6783,1678,272
