0,20,712,0
1,40,346,1
2,60,2168,2
3,80,1598,3
4,116,211,4
5,133,2112,5
6,150,418,6
7,166,3488,7
8,183,3497,8
9,216,362,9
10,233,499,10
11,250,5307,11
12,266,2748,12
13,283,149,13
14,333,711,14
15,366,998,15
16,433,279,16
17,466,1430,17
18,520,188,18
19,540,921,19
20,560,1657,20
21,580,55,21
22,633,2903,22
23,666,415,23
24,750,108,24
25,833,556,25
26,866,2,26
27,933,974,27
28,966,3581,28
29,1025,2071,29
30,1050,426,30
31,1075,617,31
32,1125,566,32
33,1150,3643,33
34,1175,5082,34
35,1250,1481,35
36,1350,219,36
37,1450,1322,37
38,1525,719,38
39,1550,5877,39
40,1575,2750,40
41,1633,1512,41
42,1666,3333,42
43,1725,250,43
44,1750,2782,44
45,1775,259,45
46,1820,950,46
47,1840,675,47
48,1860,582,48
49,1880,679,49
50,1925,13,50
51,1950,3148,51
52,1975,1216,52
53,2025,30,53
54,2050,433,54
55,2075,1942,55
56,2150,1401,56
57,2220,969,57
58,2240,2277,58
59,2260,4436,59
60,2280,738,60
61,2316,2158,61
62,2333,2681,62
63,2350,570,63
64,2366,3229,64
65,2383,296,65
66,2433,632,66
67,2466,1001,67
68,2520,839,68
69,2540,420,69
70,2560,1412,70
71,2580,176,71
72,2620,2738,72
73,2640,1199,73
74,2660,5164,74
75,2680,68,75
76,2720,319,76
77,2740,2606,77
78,2760,1235,78
79,2780,739,79
80,2825,620,80
81,2850,1643,81
82,2875,939,82
83,2916,2020,83
84,2933,985,84
85,2950,184,85
86,2966,419,86
87,2983,1635,87
88,3020,1651,88
89,3040,1319,89
90,3060,535,90
91,3080,620,91
92,3125,348,92
93,3150,2172,93
94,3175,6133,94
95,3216,3705,95
96,3233,898,96
97,3250,248,97
98,3266,408,98
99,3283,267,99
100,3320,189,100
101,3340,1146,101
102,3360,1046,102
103,3380,190,103
104,3433,2887,104
105,3466,602,105
106,3533,1370,106
107,3566,1256,107
108,3620,442,108
109,3640,950,109
110,3660,754,110
111,3680,835,111
112,3714,1045,112
113,3728,612,113
114,3742,1442,114
115,3757,2486,115
116,3771,1842,116
117,3785,1921,117
118,3825,538,118
119,3850,338,119
120,3875,1158,120
121,3916,595,121
122,3933,99,122
123,3950,252,123
124,3966,836,124
125,3983,2542,125
126,4014,49,126
127,4028,42,127
128,4042,2360,128
129,4057,1861,129
130,4071,2061,130
131,4085,128,131
132,4120,2056,132
133,4140,953,133
134,4160,83,134
135,4180,1098,135
136,4220,591,136
137,4240,1440,137
138,4260,2750,138
139,4280,7544,139
140,4312,143,140
141,4325,968,141
142,4337,3326,142
143,4350,4640,143
144,4362,294,144
145,4375,435,145
146,4387,433,146
147,4433,446,147
148,4466,3174,148
149,4520,1448,149
150,4540,833,150
151,4560,1188,151
152,4580,3008,152
153,4625,171,153
154,4650,1874,154
155,4675,883,155
156,4733,207,156
157,4766,1068,157
158,4811,2275,158
159,4822,2001,159
160,4833,319,160
161,4844,1075,161
162,4855,121,162
163,4866,1869,163
164,4877,17,164
165,4888,3584,165
166,4950,6175,166
167,5012,94,167
168,5025,3274,168
169,5037,201,169
170,5050,4102,170
171,5062,1248,171
172,5075,4883,172
173,5087,1183,173
174,5133,3945,174
175,5166,793,175
176,5233,696,176
177,5266,2704,177
178,5308,3979,178
179,5316,681,179
180,5325,1960,180
181,5333,104,181
182,5341,958,182
183,5350,17,183
184,5358,1660,184
185,5366,1466,185
186,5375,16,186
187,5383,414,187
188,5391,1567,188
189,5414,1285,189
190,5428,990,190
191,5442,1403,191
192,5457,8472,192
193,5471,2270,193
194,5485,606,194
195,5533,39,195
196,5566,454,196
197,5614,912,197
198,5628,167,198
199,5642,444,199
200,5657,4723,200
201,5671,4108,201
202,5685,1681,202
203,5720,1616,203
204,5740,4646,204
205,5760,4003,205
206,5780,62,206
207,5814,1143,207
208,5828,540,208
209,5842,1170,209
210,5857,3147,210
211,5871,541,211
212,5885,5554,212
213,5920,6473,213
214,5940,727,214
215,5960,1503,215
216,5980,873,216
217,6011,479,217
218,6022,244,218
219,6033,17,219
220,6044,2883,220
221,6055,334,221
222,6066,416,222
223,6077,6246,223
224,6088,1117,224
225,6120,2459,225
226,6140,2439,226
227,6160,2883,227
228,6180,2056,228
229,6233,4097,229
230,6266,254,230
231,6325,213,231
232,6350,575,232
233,6375,2112,233
234,6425,362,234
235,6450,167,235
236,6475,2945,236
237,6516,755,237
238,6533,1785,238
239,6550,848,239
240,6566,219,240
241,6583,1826,241
242,6610,827,242
243,6620,24,243
244,6630,2762,244
245,6640,2231,245
246,6650,571,246
247,6660,1422,247
248,6670,865,248
249,6680,622,249
250,6690,626,250
251,6720,126,251
252,6740,3259,252
253,6760,6,253
254,6780,774,254
255,6833,5032,255
256,6866,476,256
257,6950,459,257
258,7025,3089,258
259,7050,635,259
260,7075,2650,260
261,7125,930,261
262,7150,1207,262
263,7175,1614,263
264,7233,913,264
265,7266,258,265
266,7325,684,266
267,7350,1959,267
268,7375,296,268
269,7412,999,269
270,7425,825,270
271,7437,2103,271
272,7450,173,272
273,7462,346,273
274,7475,97,274
275,7487,2486,275
276,7525,1142,276
277,7550,387,277
278,7575,328,278
279,7633,2740,279
280,7666,655,280
281,7725,2865,281
282,7750,1573,282
283,7775,1771,283
284,7825,832,284
285,7850,387,285
286,7875,854,286
287,7920,837,287
288,7940,758,288
289,7960,37,289
290,7980,219,290
291,8016,4061,291
292,8033,1665,292
293,8050,7921,293
294,8066,3652,294
295,8083,767,295
296,8114,529,296
297,8128,382,297
298,8142,1402,298
299,8157,668,299
300,8171,661,300
301,8185,949,301
302,8214,2453,302
303,8228,887,303
304,8242,651,304
305,8257,422,305
306,8271,610,306
307,8285,1193,307
308,8320,915,308
309,8340,1074,309
310,8360,389,310
311,8380,715,311
312,8414,4216,312
313,8428,1477,313
314,8442,1647,314
315,8457,977,315
316,8471,126,316
317,8485,1347,317
318,8516,996,318
319,8533,1932,319
320,8550,5324,320
321,8566,964,321
322,8583,2900,322
323,8610,2668,323
324,8620,773,324
325,8630,1130,325
326,8640,3277,326
327,8650,637,327
328,8660,788,328
329,8670,186,329
330,8680,3283,330
331,8690,4789,331
332,8725,1534,332
333,8750,1383,333
334,8775,421,334
335,8814,9644,335
336,8828,3953,336
337,8842,229,337
338,8857,91,338
339,8871,1472,339
340,8885,626,340
341,8912,914,341
342,8925,1064,342
343,8937,1480,343
344,8950,595,344
345,8962,761,345
346,8975,1256,346
347,8987,415,347
348,9025,58,348
349,9050,931,349
350,9075,3840,350
351,9125,689,351
352,9150,2461,352
353,9175,6097,353
354,9220,171,354
355,9240,1062,355
356,9260,5407,356
357,9280,447,357
358,9316,390,358
359,9333,848,359
360,9350,879,360
361,9366,308,361
362,9383,469,362
363,9433,1930,363
364,9466,101,364
365,9533,819,365
366,9566,1706,366
367,9625,243,367
368,9650,566,368
369,9675,487,369
370,9725,5805,370
371,9750,295,371
372,9775,1788,372
373,9850,576,373
374,9910,3255,374
375,9920,1186,375
376,9930,433,376
377,9940,247,377
378,9950,1880,378
379,9960,4622,379
380,9970,2030,380
381,9980,323,381
382,9990,525,382
383,10025,2432,383
384,10050,566,384
385,10075,3243,385
386,10116,921,386
387,10133,1910,387
388,10150,952,388
389,10166,94,389
390,10183,4514,390
391,10220,88,391
392,10240,2574,392
393,10260,930,393
394,10280,191,394
395,10333,234,395
396,10366,1145,396
397,10420,2789,397
398,10440,1872,398
399,10460,213,399
400,10480,2446,400
401,10520,819,401
402,10540,105,402
403,10560,879,403
404,10580,2764,404
405,10625,188,405
406,10650,3512,406
407,10675,6228,407
408,10720,356,408
409,10740,278,409
410,10760,1293,410
411,10780,1205,411
412,10820,1521,412
413,10840,714,413
414,10860,223,414
415,10880,1015,415
416,10916,347,416
417,10933,3096,417
418,10950,4740,418
419,10966,670,419
420,10983,227,420
421,11016,5019,421
422,11033,6680,422
423,11050,2339,423
424,11066,190,424
425,11083,1947,425
426,11116,408,426
427,11133,2034,427
428,11150,2336,428
429,11166,732,429
430,11183,152,430
431,11214,189,431
432,11228,786,432
433,11242,1922,433
434,11257,1219,434
435,11271,523,435
436,11285,5243,436
437,11310,5485,437
438,11320,1888,438
439,11330,4505,439
440,11340,3538,440
441,11350,1158,441
442,11360,1634,442
443,11370,1529,443
444,11380,79,444
445,11390,583,445
446,11414,1194,446
447,11428,233,447
448,11442,1091,448
449,11457,516,449
450,11471,2647,450
451,11485,1212,451
452,11550,1045,452
453,11633,1677,453
454,11666,937,454
455,11720,5024,455
456,11740,1848,456
457,11760,1937,457
458,11780,25,458
459,11833,4764,459
460,11866,1457,460
461,11925,551,461
462,11950,1132,462
463,11975,201,463
464,12025,848,464
465,12050,1197,465
466,12075,422,466
467,12133,35,467
468,12166,1709,468
469,12216,4285,469
470,12233,4456,470
471,12250,396,471
472,12266,1669,472
473,12283,321,473
474,12312,4873,474
475,12325,30,475
476,12337,2982,476
477,12350,1175,477
478,12362,4814,478
479,12375,2070,479
480,12387,3451,480
481,12425,5001,481
482,12450,1130,482
483,12475,3667,483
484,12533,2227,484
485,12566,1497,485
486,12620,2164,486
487,12640,2696,487
488,12660,141,488
489,12680,1962,489
490,12750,110,490
491,12820,751,491
492,12840,1802,492
493,12860,636,493
494,12880,1860,494
495,12916,556,495
496,12933,1085,496
497,12950,353,497
498,12966,1243,498
499,12983,1804,499
500,13016,923,500
501,13033,3042,501
502,13050,11,502
503,13066,1166,503
504,13083,1850,504
505,13125,1732,505
506,13150,1738,506
507,13175,484,507
508,13220,36,508
509,13240,408,509
510,13260,3649,510
511,13280,1903,511
512,13333,1460,512
513,13366,378,513
514,13420,195,514
515,13440,537,515
