0,50,7,0
1,116,1179,1
2,133,3288,2
3,150,2118,3
4,166,4709,4
5,183,4954,5
6,211,1175,6
7,222,126,7
8,233,213,8
9,244,1645,9
10,255,3135,10
11,266,1837,11
12,277,963,12
13,288,2473,13
14,333,1435,14
15,366,310,15
16,433,6849,16
17,466,553,17
18,514,2861,18
19,528,3816,19
20,542,335,20
21,557,428,21
22,571,1643,22
23,585,701,23
24,633,5778,24
25,666,3572,25
26,725,419,26
27,750,44,27
28,775,2097,28
29,820,1228,29
30,840,250,30
31,860,1447,31
32,880,664,32
33,933,508,33
34,966,925,34
35,1020,561,35
36,1040,1547,36
37,1060,2194,37
38,1080,289,38
39,1112,825,39
40,1125,2462,40
41,1137,9550,41
42,1150,2111,42
43,1162,3035,43
44,1175,3398,44
45,1187,2593,45
46,1214,2483,46
47,1228,264,47
48,1242,1000,48
49,1257,918,49
50,1271,2403,50
51,1285,2192,51
52,1314,135,52
53,1328,607,53
54,1342,209,54
55,1357,682,55
56,1371,1900,56
57,1385,4080,57
58,1420,152,58
59,1440,1639,59
60,1460,1482,60
61,1480,928,61
62,1512,4376,62
63,1525,70,63
64,1537,593,64
65,1550,3535,65
66,1562,1529,66
67,1575,294,67
68,1587,410,68
69,1616,385,69
70,1633,553,70
71,1650,4342,71
72,1666,1357,72
73,1683,190,73
74,1716,5034,74
75,1733,390,75
76,1750,1884,76
77,1766,466,77
78,1783,234,78
79,1820,1208,79
80,1840,2845,80
81,1860,598,81
82,1880,829,82
83,1933,6587,83
84,1966,34,84
85,2020,3682,85
86,2040,2771,86
87,2060,1831,87
88,2080,1382,88
89,2116,1290,89
90,2133,1009,90
91,2150,306,91
92,2166,509,92
93,2183,3367,93
94,2220,774,94
95,2240,458,95
96,2260,352,96
97,2280,1059,97
98,2320,1057,98
99,2340,1930,99
100,2360,3051,100
101,2380,10464,101
102,2433,865,102
103,2466,2045,103
104,2533,788,104
105,2566,112,105
106,2625,1536,106
107,2650,3199,107
108,2675,2027,108
109,2714,1294,109
110,2728,4117,110
111,2742,5014,111
112,2757,767,112
113,2771,476,113
114,2785,4920,114
115,2833,1222,115
116,2866,208,116
117,2950,14335,117
118,3020,4286,118
119,3040,1086,119
120,3060,2549,120
121,3080,2243,121
122,3116,133,122
123,3133,4119,123
124,3150,1128,124
125,3166,1623,125
126,3183,2509,126
127,3220,303,127
128,3240,1719,128
